bsb,oai_identifier,datestamp,title,description,publisher,date,language,type,identifier,contributor,creator,subject
bsb11576852,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991021053649707356-32377,2024-07-02,Archiv für soziale Gesetzgebung und Statistik : Zeitschr. zur Erforschung d. gesellschaftl. Zustände aller Länder / 6. 1893,"Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 8 kb-6",Berlin : Guttentag,1893,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11576852-0,,,
bsb11366230,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014498799707356-30518,2024-07-03,"Statistica del commercio speciale di importazione e di esportazione / 1878, 1. Jan. - 30. Juni","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1878,6",Roma : [Verlag nicht ermittelbar],1878,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11366230-4,,,
bsb11507066,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991005260849707356-43547,2024-07-23,"Imperial Maritime Customs. 1, Statistical series. Nr. 3 and 4, Returns of trade and trade reports / 1887 (1888) = issue 23 = issue 29","China. publ. by order of the Inspector General of Customs | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 22 tb-1887",Shanghai,1888,eng,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507066-6,,"China, Haiguan-Zongshui-Wusishu",
bsb10227203,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV001367123-6975,2022-05-07,"Berechnung über die bey einem Kauf-Contract bedingte zihlbarliche Summen gegen baar Geld : nach dem Land-üblichen Interesse a 5. pr. Cento, und wie hoch jedes Zihl besonders Jährlich davor anzunehmen. Samt 2. Tabellen, Nr. 1. 2.","Enthält zahlreiche Tabellen | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 11","Memmingen : gedruckt bey Joh. Valentin, Mayer",1755.,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10227203-0,"Mayer, Johann Valentin",,
bsb10292502,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV013365196-3650,2021-11-07,"Vollständiges Rechenbuch für Kauf- und Gewerbsleute, Bürger, Künstler, und Profeßionisten : Nebst allgemeinen, durch ganz Europa eingeführten Kurstabellen","von Johann Schlösser, Rechenmeister | Rückseite des Titelblatts unbedruckt | Paginierfehler: auf Seite 172 folgt 177 | Die Illustration ist ein Frontispiz | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 415 f",München : bey J.B. Strobl,1783.,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10292502-8,"Strobel, Johann Baptist","Schlösser, Johann",
bsb10388361,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991001023569707356-35553,2024-07-03,Jahrbücher für Nationalökonomie und Statistik : = Journal of economics and statistics / 11. 1868,"Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 76 id-11",Jena : Mauke,1868,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10388361-5,,,Jahrbücher für Nationalökonomie und Statistik | Geschichte 1963-2013 | Wirtschaftspolitik | Wirtschaftsindikator | Volkswirtschaftslehre | Wirtschaftstheorie
bsb10624139,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV036541891-46010,2021-11-08,"Vollständige tabellarische gegenseitige Vergleichungen der neuen Preußischen, Breslauer und Berliner Maaße und Gewichte, wie auch der vorzüglichsten, außer den letzt genannten, in Europa gebräuchlichen Maaße und Gewichte mit den Preußischen : nebst einigen Tabellen zur Verwandlung der Waaren-Preise nach alten in dergleichen nach neuen Maaßen und Gewichten, und umgekehrt, wie auch einer Tabelle zur Vergleichung der alten mit der neuen Holzklaster, fast jede Tabelle mit Bemerkungen, und das Ganze mit einer Einleitung begleitet","Herausgegeben von Mätzig | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 2 Merc. 8 r",Hirschberg : Krahn,1819,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10624139-1,,"Mätzig, ...",
bsb10742260,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV001646175-62322,2023-04-14,Catalogus numorum Hungariae ac Transilvaniae instituti nationalis Széchényiani / [4] : Tabulae,"Descripsit Stephanus Schönvisner | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Num.rec. 68-4",Pest : Trattner,1807,lat,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10742260-4,,"Schönwiesner, Stephan",
bsb11034295,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991021083779707356-64222,2024-07-22,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1854,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 c-1848/60",Berlin : Reimer,1854,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034295-9,Deutscher Zollverein,,
bsb11034296,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991021083819707356-36887,2024-07-22,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1855,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 c-1848/60",Berlin : Reimer,1855,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034296-4,Deutscher Zollverein,,
bsb11034297,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991021083859707356-25351,2024-07-23,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1856,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 c-1848/60",Berlin : Reimer,1856,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034297-0,Deutscher Zollverein,,
bsb11034299,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991021083949707356-52478,2024-07-22,"Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine. Nummer 12, Uebersicht des Verkehrs mit ausländischen Waaren während der Messen : für das Jahr ... / 1858","zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zoll-Vereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 c-1848/60",Berlin : Reimer,1858,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034299-5,Deutscher Zollverein,,
bsb11034301,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991021084059707356-3160,2024-07-01,"Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine. Nummer 12, Uebersicht des Verkehrs mit ausländischen Waaren während der Messen : für das Jahr ... / 1860","zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zoll-Vereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 c-1848/60",Berlin : Reimer,1860,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034301-9,Deutscher Zollverein,,
bsb11366229,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014498749707356-33642,2024-07-03,"Statistica del commercio speciale di importazione e di esportazione / 1878, 1. Jan. - 31. März","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1878,3",Roma : [Verlag nicht ermittelbar],1878,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11366229-1,,,
bsb11011412,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV021058007-56007,2022-07-30,"Tabellen zur Umwandlung des bayr. Längen-, Flächen- & Körpermases in das Metermas und umgekehrt sammt den Preisverwandlungen für Brandversicherungstaxatoren und Bauhandwerker","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 267 s",Nürnberg : Ballhorn,1872,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11011412-0,,"Ziebland, G.",
bsb11034294,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991021083739707356-2510,2024-07-22,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1853,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 c-1848/60",Berlin : Reimer,1853,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034294-3,Deutscher Zollverein,,
bsb11034298,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991021083909707356-16366,2024-07-22,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1857,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 c-1848/60",Berlin : Reimer,1857,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034298-5,Deutscher Zollverein,,
bsb11034300,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991021084009707356-50060,2024-07-22,"Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine. Nummer 12, Uebersicht des Verkehrs mit ausländischen Waaren während der Messen : für das Jahr ... / 1859","zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zoll-Vereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 c-1848/60",Berlin : Reimer,1859,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034300-4,Deutscher Zollverein,,
bsb11460940,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991042445299707356-11322,2024-10-30,"Bremer Handelsblatt : Wochenschrift für Handel, Volkswirtschaft und Statistik / 1882","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 2 Merc. 4 m-1882",(Bremen : Schünemann),1882,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11460940-6,,,
bsb10213928,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV001658035-64272,2021-11-09,"Rechen-Tabellen zur bequemen Ausmittelung der, nach dem Zoll- und Verbrauchs-Steuer-Tarif vom 26. May 1818, für sämtliche Königl. Preuß. Provinzen zu entrichtenden Abgaben : nebst Beifügung des Tarifs selbst","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 2 Merc. 5 m",Düsseldorf : Arnz,1818,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10213928-5,,"Hauchecorne, W.",
bsb11358822,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV042781239-50862,2022-10-02,"Arbitrage und Paritäten : praktische Darstellung des Arbitragegeschäfts in Wechseln, Fonds, Gold und Silber mit allen bedeutenden auswärtigen Plätzen / 2 : Nachtrag der stattgehabten Veränderungen bis auf die neueste Zeit : mit 1 Paritäten-Tabelle von Silber","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 98 qf-2",Wien : Fr. Beck,1877,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11358822-5,,"Haupt, Ottomar",
bsb11576997,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991001025529707356-31429,2024-07-03,"Jahrbücher für Nationalökonomie und Statistik : = Journal of economics and statistics / 43 = N.F., Bd. 9. 1884","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 76 id-43",Stuttgart ; Jena [u.a.] : Fischer,1884,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11576997-6,,,Jahrbücher für Nationalökonomie und Statistik | Geschichte 1963-2013 | Wirtschaftspolitik | Wirtschaftsindikator | Volkswirtschaftslehre | Wirtschaftstheorie
bsb10290711,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV020181308-8591,2022-07-29,"Tabelle zur Umrechnung der Gewichte Bayerns, Oesterreichs, Frankreichs und des Deutschen Zollvereins von 1 Loth bis 10,000 Pfund, von 1. Gramme bis 10,000 Kilogrammes, von Mile lièmes bis 10,000 Pfund","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 58 t",München : J. J. Lentner (E. Stahl),1862,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10290711-8,,"Eckl, I. B.",
bsb11034290,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991021083599707356-45084,2024-07-22,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1849,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 c-1848/60",Berlin : Reimer,1849,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034290-1,Deutscher Zollverein,,
bsb11034292,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991021083649707356-11439,2024-07-22,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1851,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 c-1848/60",Berlin : Reimer,1851,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034292-2,Deutscher Zollverein,,
bsb11034289,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991021083559707356-58671,2024-07-23,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1848,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 c-1848/60",Berlin : Reimer,1848,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034289-4,Deutscher Zollverein,,
bsb11034291,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991021083619707356-58235,2024-07-22,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1850,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 c-1848/60",Berlin : Reimer,1850,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034291-7,Deutscher Zollverein,,
bsb11039513,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991001023939707356-35879,2024-07-02,Jahrbücher für Nationalökonomie und Statistik : = Journal of economics and statistics / 17. 1871,"Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 76 id-17",Jena : Mauke,1871,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11039513-8,,,Jahrbücher für Nationalökonomie und Statistik | Geschichte 1963-2013 | Wirtschaftspolitik | Wirtschaftsindikator | Volkswirtschaftslehre | Wirtschaftstheorie
bsb10227716,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV020982607-64124,2021-11-09,"Die Geldlehre oder Erklärung des Rechnungs-, Silber-, Gold- und Papier-Geldes aller Länder Europas und der bedeutendsten Handelsplätze der übrigen Welttheile und dessen Werth in Preußischen Kurant, wie auch in Gulden und Krtz. des 24-1/2-Fl.- u. 20-Fl.-Fß. : nebst Tabellen über die in Deutschland üblichen Maße und Gewichte ; ein Handbuch für Kaufleute und Geschäftstreibende","von Otto Schellenberg | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 135,31",Quedlinburg ; Leipzig : Ernst,1844,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10227716-7,,"Schellenberg, Otto",
bsb10292457,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV001645202-28367,2021-11-09,"Allgemein nüzliche Frucht, Wein, Zinsen-Rechnungen, Resolutions- und Reductions-Tabellen die Guldentheile zu Kreuzer, und Zentnertheile zu Pfund, sohin eine Ausgleichungs-Tabelle des französischen Geldes zum Deutschen bearbeitet und gewidmet denen, welche den Aufenthalt des Berechnens sich ersparen wollen, oder im Rechnen nicht geübt sind","von Johann Friedrich Pixis Schreib- und Rechenmeister in Mannheim | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 405 v",[Erscheinungsort nicht ermittelbar] : [Verlag nicht ermittelbar],1793.,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10292457-6,,"Pixis, Johann Friedrich",
bsb10742349,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV003980834-59434,2022-07-31,"Das österreichische Münzwesen vom Jahre 1524 bis 1838 in historischer, statistischer und legislativer Hinsicht : mit besonderer Berücksichtigung der allgemeinen deutschen Reichsmünzsysteme, der Münzverhältnisse fast aller in Europa während dieser Zeit coursierenden Gold-, Silber- und Kupfer-Geldsorten, und ihrere Balvierung nach dem österreichischen Münzfuße / 2 : Legislativer Theil","von Siegfried Becher | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Num.rec. 122 y-2",Wien : Mösle,1838,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10742349-1,,"Becher, Siegfried",
bsb11460939,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991042445259707356-57018,2024-10-23,"Bremer Handelsblatt : Wochenschrift für Handel, Volkswirtschaft und Statistik / 1881","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 2 Merc. 4 m-1881",(Bremen : Schünemann),1881,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11460939-4,,,
bsb11576998,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991001025569707356-31105,2024-07-03,"Jahrbücher für Nationalökonomie und Statistik : = Journal of economics and statistics / 44 = N.F., Bd. 10. 1885","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 76 id-44",Stuttgart ; Jena [u.a.] : Fischer,1885,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11576998-2,,,Jahrbücher für Nationalökonomie und Statistik | Geschichte 1963-2013 | Wirtschaftspolitik | Wirtschaftsindikator | Volkswirtschaftslehre | Wirtschaftstheorie
bsb10624162,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022397199707356-37703,2024-07-01,"Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine. Nummer 9, Vergleichende Haupt-Uebersicht der seit 1836 jährlich in den freien Verkehr des Zoll-Vereins getretenen und der aus dem freien Verkehr des Zoll-Vereins ausgegangenen Waaren : für das Jahr ... / [1864]","zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zoll-Vereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 2 Merc. 32 k,II-1864",Berlin : Reimer,1864,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10624162-5,Deutscher Zollverein,,
bsb10741976,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV003980834-24221,2022-07-31,"Das österreichische Münzwesen vom Jahre 1524 bis 1838 in historischer, statistischer und legislativer Hinsicht : mit besonderer Berücksichtigung der allgemeinen deutschen Reichsmünzsysteme, der Münzverhältnisse fast aller in Europa während dieser Zeit coursierenden Gold-, Silber- und Kupfer-Geldsorten, und ihrere Balvierung nach dem österreichischen Münzfuße / 2 : Legislativer Theil","von Siegfried Becher | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Num.rec. 6 h-2",Wien : Mösle,1838,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10741976-0,,"Becher, Siegfried",
bsb11328180,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991011739249707356-48064,2024-07-22,"Nachrichten über Industrie, Handel und Verkehr aus dem Statistischen Departement im K.K. Handelsministerium / 8. 1875 (1876), H. 3","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 708 m-8,3",Wien : Verl. der Kaiserl.-Königl. Hof- und Staatsdr.,1876,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11328180-5,,"Österreich, Handelsministerium",
bsb10292099,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV021007589-9056,2021-11-09,"Der Getreidehandel, oder tabellarische Uebersicht des Kornhandels verschiedener Länder auch des Handels mit Wolle und Butter","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 274,16",Schwerin : A. W. Sandmeyer,1849,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10292099-7,,"Stein, Fritz",
bsb10291773,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV001650062-32072,2021-11-09,"Ueber Hamburgs Handel / [2]. 1. Fortsetzung: Statistik des hamburgischen Handels 1839, 1840, 1841. - 1842. - VIII, 420 S.","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 231 f-2",Hamburg : Hoffmann und Campe,1842,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10291773-6,,"Soetbeer, Adolf",
bsb10292453,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV001658126-32380,2023-01-22,"Vergleichungs-Tafeln der Gewichte verschiedener Länder und Städte : Nebst d. neuesten Verordnungen u. Untersuchungen über Maße u. Gewichte, wie auch mehreren Beitr. zur Berichtigung d. Gewichtskunde ; Zugl. als Erg. u. Forts. d. v. demselben hrsg. 3. Aufl. d. Maß- u. Gewichtsbuches v. Georg Kaspar Chelius","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 405 m",Franckfurt a. M. : Jäger,1836,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10292453-5,"Chelius, Georg Kaspar","Hauschild, Johann Friedrich",
bsb10388352,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991001023109707356-42576,2024-07-02,Jahrbücher für Nationalökonomie und Statistik : = Journal of economics and statistics / 3. 1864,"Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 76 id-3",Jena : Mauke,1864,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10388352-5,,,Jahrbücher für Nationalökonomie und Statistik | Geschichte 1963-2013 | Wirtschaftspolitik | Wirtschaftsindikator | Volkswirtschaftslehre | Wirtschaftstheorie
bsb10742347,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV003980832-38798,2022-07-31,"Das österreichische Münzwesen vom Jahre 1524 bis 1838 in historischer, statistischer und legislativer Hinsicht : mit besonderer Berücksichtigung der allgemeinen deutschen Reichsmünzsysteme, der Münzverhältnisse fast aller in Europa während dieser Zeit coursierenden Gold-, Silber- und Kupfer-Geldsorten, und ihrere Balvierung nach dem österreichischen Münzfuße / 1,1 : Historischer, statistischer Theil","von Siegfried Becher | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Num.rec. 122 y-1,1/2",Wien : Mösle,1838,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10742347-6,,"Becher, Siegfried",
bsb10228043,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV001672485-19525,2021-11-09,"Enquête relative à diverses prohibitions établies à l'entrée des produits étrangers, commencée le 8 octobre 1834, sous la présidence de T. Duchâtel / 3. Fils et tissus de laine et de coton. - 1835. - 674 S.","[France, Ministère des Travaux Publics, de l'Agriculture et du Commerce] | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 708 r-3",Paris : Imp. Royale,1835,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10228043-6,"Frankreich, Ministère des travaux publics",,
bsb10311813,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV035352676-12,2022-09-05,"Ueber allgemeines Maas und Gewicht aus den Forderungen der Natur, des Handels, der Polizey und der gegenwärtigen noch üblichen Maase und Gewichte abgeleitet : mit Vorschlägen zu mittleren Maasen und Gewichten und zu Münzen in leichtfaßlichen Verhältnissen mit den metrischen, unter vorzüglicher Rücksicht und Anwendung auf rheinische Lande / 1 : Erster Theil mit einem Titelkupfer und der Abbildung des vorgeschlagenen Fußmaases in natürlicher Größe, nebst drey Maassystemtabellen","Von Michael Friedrich Wild | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 265 m-1/2",Carlsruhe : Müller,1815,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10311813-6,,"Wild, Michael Friedrich",
bsb10347592,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV001455277-27482,2021-11-06,Ideen zu einer staatswirthschaftlichen Statistik,"von Leopold Krug | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Cam. 16 vl",Berlin : Verl. der Realschulbuchh.,1807,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10347592-7,,"Krug, Leopold",
bsb11034273,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022399149707356-52530,2024-07-23,"Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine. Nummer 6, Übersicht der Waaren-Mengen und sonstigen Gegenstände, wofür in den einzelnen Hauptamtsbezirken des Gesammt-Zollvereins im Jahre ... Durchgangs-Abgaben erhoben worden sind / 1858","zsgest. von d. Central-Büreau d. Zoll-Vereins | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701-1848/60",Berlin : Reimer,1858,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034273-2,Deutscher Zollverein,,
