bsb,oai_identifier,datestamp,title,description,publisher,date,language,type,identifier,contributor,creator,subject
bsb11507326,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014499739707356-52062,2024-07-22,"Statistica del commercio speciale di importazione e di esportazione / 1889, 1. Jan. - 31. Juli","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1889,7/12",Roma : [Verlag nicht ermittelbar],1889,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507326-1,,,
bsb10388338,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991007169989707356-42113,2024-07-02,Jahrbuch für Volkswirthschaft und Statistik / 3. 1855,"hrsg. Otto Hübner | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 74 uc-3",Berlin : Kühn,1855,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10388338-7,"Hübner, Otto",,
bsb11507312,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014499119707356-7366,2024-07-02,"Statistica del commercio speciale di importazione e di esportazione / 1888, 1. Jan. - 31. Mai","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1888,3/5",Roma : [Verlag nicht ermittelbar],1888,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507312-4,,,
bsb10227613,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV001688782-50013,2021-11-09,"Lijst der regten op den in-uit-en doorvoer, geheven wordende van alle goederen, waren en Koopmanschappen in het Koningrijk der Nederlanden : Met eene aanwijzingstafel in de fransche taal","zamengesteld en bijgewerkt tot den 1. Junij 1828 ... door G. Veldman | PST: Tarif des droits d'entrée, de sortie ... | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 106 u#Beibd.1",S'Gravenhage : d'Albani,1828,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10227613-6,,"Veldman, G.",
bsb11034286,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022398479707356-27836,2024-07-23,"Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine. Nummer 2, Uebersicht des Waaren-Einganges auf dem Rhein und der Mosel : für das Jahr ... / 1858","zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zoll-Vereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 a-1848/60",Berlin : Reimer,1858,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034286-3,Deutscher Zollverein,,
bsb11507327,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014499789707356-45618,2024-07-22,"Statistica del commercio speciale di importazione e di esportazione / 1889, 1. Jan. - 31. Aug.","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1889,7/12",Roma : [Verlag nicht ermittelbar],1889,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507327-6,,,
bsb11507328,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014499839707356-54114,2024-07-22,"Statistica del commercio speciale di importazione e di esportazione / 1889, 1. Jan. - 30. Sept.","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1889,7/12",Roma : [Verlag nicht ermittelbar],1889,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507328-1,,,
bsb11507311,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014499059707356-358,2024-07-22,"Statistica del commercio speciale di importazione e di esportazione / 1888, 1. Jan. - 30. Apr.","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1888,3/5",Roma : [Verlag nicht ermittelbar],1888,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507311-9,,,
bsb11507341,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014500379707356-62986,2024-07-22,"Statistica del commercio speciale di importazione e di esportazione / 1890, 1. Jan. - 31. Okt.","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1890,7/12",Roma : [Verlag nicht ermittelbar],1890,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507341-5,,,
bsb11507404,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991020888099707356-58888,2024-07-23,Statistique de la navigation par le canal de Suez / 1880 (1881),"Ministère de l'Intérieur, Direction de la Statistique | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 f-1880/82",Le Caire : Imprimerie Nationale de Boulaq,1881,fre,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507404-5,,,
bsb10227654,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV001746495-15425,2021-11-09,Johann Christian Ludewig Wernicke practische Frachttabellen zum bequemen und nüzlichen Gebrauch für die Herren Spediteurs und Güterbestätiger aufs genaueste und accurateste berechnet,"Vorlageform des Erscheinungsvermerks: Frankfurt und Leipzig, auf Kosten Joseph Ehrenreich Ammermüllers. 1771. | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 120",Frankfurt ; Leipzig : Ammermüller,1771,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10227654-2,,"Wernicke, Johann Christian Ludwig",
bsb11034271,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022399059707356-55404,2024-07-23,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1856,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701-1848/60",Berlin : Reimer,1856,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034271-1,Deutscher Zollverein,,
bsb10228053,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014836569707356-56710,2024-07-22,Genikos pinax tu exōteriku emporiu tēs Ellados : = Tableau général du commerce de la Grèce avec les nations étrangères / 1858 (1859),"Ypoyrgeion Oikonomikōn, Tmēma 4 | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 709 h-1858/59",Athēnai : Impr. Royale,1859,gre,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10228053-1,,,
bsb11507318,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014499369707356-34564,2024-07-22,"Statistica del commercio speciale di importazione e di esportazione / 1888, 1. Jan. - 30. Nov.","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1888,6/12",Roma : [Verlag nicht ermittelbar],1888,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507318-6,,,
bsb10291661,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991025846459707356-15034,2024-07-03,"L. Rothschilds Taschenbuch für Kaufleute : ein Handbuch für Zöglinge des Handels, sowie ein Nachschlagebuch für jedes Kontor ; enthaltend das Ganze der Handelswissenschaft in übersichtlicher und gedrängter Darstellung ; mit zahlreichen Übersichten und Tabellen / 1861, 9. Aufl.","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 206 ga",Leipzig : Gloeckner,1861,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10291661-4,,,Kaufmann
bsb10290675,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV006631277-5799,2021-11-06,Statistische Übersicht der wichtigsten Gegenstände des Verkehrs und Verbrauchs im preußischen Staate und im deutschen Zollvereine / [1] : In dem Zeitraume von 1831 bis 1836,"aus amtlichen Quellen dargest. von C. F. W. Dieterici | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 55 e-1",Berlin [u.a.],1838,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10290675-6,,"Dieterici, Karl Friedrich Wilhelm",
bsb11507329,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014499879707356-22063,2024-07-22,"Statistica del commercio speciale di importazione e di esportazione / 1889, 1. Jan. - 31. Okt.","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1889,7/12",Roma : [Verlag nicht ermittelbar],1889,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507329-2,,,
bsb10214021,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014833289707356-32032,2024-07-02,Tableau général du commerce de la France avec ses colonies et les puissances étrangéres : pendant l'année ... / 1829,"Direction Générale des Douanes | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 2 Merc. 28 m-1829",Paris : [Verlag nicht ermittelbar],1829,fre,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10214021-0,"Frankreich, Direction Générale des Douanes | Frankreich, Administration des Douanes",,
bsb10214022,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014833319707356-47211,2024-07-01,Tableau général du commerce de la France avec ses colonies et les puissances étrangéres : pendant l'année ... / 1830,"Direction Générale des Douanes | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 2 Merc. 28 m-1830",Paris : [Verlag nicht ermittelbar],1830,fre,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10214022-5,"Frankreich, Direction Générale des Douanes | Frankreich, Administration des Douanes",,
bsb10624158,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022397339707356-2981,2024-07-02,"Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine. Nummer 8, Haupt-Uebersicht des Gesammt-Handels des Zoll-Vereins und der einzelnen Zoll-Vereins-Staaten : für das Jahr ... / 1865","zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zoll-Vereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 2 Merc. 32 k,III-1864/65",Berlin : Reimer,1865,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10624158-2,Deutscher Zollverein,,
bsb11507321,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014499529707356-27923,2024-07-22,"Statistica del commercio speciale di importazione e di esportazione / 1889, 1. Jan. - 28. Febr.","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1889,1/6",Roma : [Verlag nicht ermittelbar],1889,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507321-4,,,
bsb11507324,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014499659707356-26448,2024-07-22,"Statistica del commercio speciale di importazione e di esportazione / 1889, 1. Jan. - 31. Mai","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1889,1/6",Roma : [Verlag nicht ermittelbar],1889,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507324-0,,,
bsb11507344,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014500529707356-61634,2024-07-22,"Statistica del commercio speciale di importazione e di esportazione / 1891, 1. - 31. Jan.","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1891,1/6",Roma : [Verlag nicht ermittelbar],1891,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507344-1,,,
bsb10228034,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV020358456-62190,2022-07-30,Das österreichische Tabak-Monopol seit dessen Ausdehnung auf das gesammte Staatsgebiet : Ein Beitrag zur Statistik des Tabak-Monopols,"Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 705 o",Wien : Aus der Kais.-Königl. Hof- u. Staatsdruckerei,1857,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10228034-6,,"Plenker, Georg Ritter von","Government monopolies, Austria | Tobacco industry, Austria | Österreich"
bsb10347657,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991028368329707356-10238,2024-07-02,État des pensions du Département de la Marine : accordées depuis la formation du tableau arrêté au ... jusqu'au ... / 1819/20 = 4 (1821),"Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Cam. 136 o-1819/20",Paris : Impr. Royale,1821,fre,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10347657-2,,"Frankreich, Ministère de la Marine et des Colonies",
bsb11507330,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014499919707356-52373,2024-07-22,"Statistica del commercio speciale di importazione e di esportazione / 1889, 1. Jan. - 30. Nov.","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1889,7/12",Roma : [Verlag nicht ermittelbar],1889,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507330-4,,,
bsb11507347,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014500639707356-20490,2024-07-22,"Statistica del commercio speciale di importazione e di esportazione / 1891, 1. Jan. - 30. Apr.","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1891,1/6",Roma : [Verlag nicht ermittelbar],1891,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507347-7,,,
bsb10227520,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV001632564-49812,2021-11-09,"Rechnungs-Tabelle über Ausgleichungs-Abgaben welche bei dem Uebergange aus einem der Vereinsgebiete in das andere, um darin zu verbleiben erhoben werden","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 85 m",Erlangen,1837,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10227520-0,,,
bsb11507314,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014499219707356-7764,2024-07-22,"Statistica del commercio speciale di importazione e di esportazione / 1888, 1. Jan. - 31. Juli","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1888,2",Roma : [Verlag nicht ermittelbar],1888,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507314-5,,,
bsb11507315,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014499269707356-31316,2024-07-22,"Statistica del commercio speciale di importazione e di esportazione / 1888, 1. Jan. - 31. Aug.","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1888,6/12",Roma : [Verlag nicht ermittelbar],1888,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507315-0,,,
bsb11507316,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014499299707356-34421,2024-07-22,"Statistica del commercio speciale di importazione e di esportazione / 1888, 1. Jan. - 30. Sept.","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1888,6/12",Roma : [Verlag nicht ermittelbar],1888,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507316-6,,,
bsb11507322,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014499579707356-13020,2024-07-22,"Statistica del commercio speciale di importazione e di esportazione / 1889, 1. Jan. - 31. März","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1889,1/6",Roma : [Verlag nicht ermittelbar],1889,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507322-9,,,
bsb11507325,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014499699707356-29253,2024-07-02,"Statistica del commercio speciale di importazione e di esportazione / 1889, 1. Jan. - 30. Juni","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1889,1/6",Roma : [Verlag nicht ermittelbar],1889,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507325-5,,,
bsb11507342,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014500429707356-53411,2024-07-22,"Statistica del commercio speciale di importazione e di esportazione / 1890, 1. Jan. - 30. Nov.","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1890,7/12",Roma : [Verlag nicht ermittelbar],1890,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507342-0,,,
bsb10227397,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991043216709707356-44669,2024-07-01,Statistischer Jahres-Bericht der Central-Commission für die Rhein-Schiffahrt / 1866/67 (1868),"Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 47-1866/67",Mannheim : Schneider,1868,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10227397-0,,Zentralkommission für die Rheinschifffahrt,
bsb11507348,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014500679707356-40184,2024-07-22,"Statistica del commercio speciale di importazione e di esportazione / 1891, 1. Jan. - 31. Mai","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1891,1/6",Roma : [Verlag nicht ermittelbar],1891,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507348-2,,,
bsb11508175,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991015077819707356-42024,2024-11-22,Statistika na Knjažestvoto Bălgarija. Vănšna tărgovija na knjažestvoto = Commerce extérieur de la principauté / 1880/81 (1883),"izd. Statističesko Bjuro | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 733 z-1880/81",Sofija,1883,bul,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11508175-6,,Bulgarien,
bsb10347655,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV013344546-21937,2021-11-07,"Tableau du titre, poids et valeur, des différentes monnaies dór et dárgent, qui circulent dans le com[m]erce : avec empreintes, auquel on a joint diverses tables, tarifs et règles utiles à ceux qui travaillent ou font commerce des matières dór et dárgent ainsi que la Loi du 19 brumaire an 6, relativeà la surveillance du titre et aux droits de garantie, ...","par Hugues Darier père, essayeur du commerce | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Cam. 136 n",Genève : [Selbstverl.],1807,fre,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10347655-2,,"Darier, Hugues",
bsb11507332,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014500019707356-37284,2024-07-22,"Statistica del commercio speciale di importazione e di esportazione / 1890, 1. - 31. Jan.","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1890,1/6",Roma : [Verlag nicht ermittelbar],1890,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507332-5,,,
